	TCGA-55-6971-11A	TCGA-91-6847-11A	TCGA-55-6970-11A	TCGA-55-6983-11A	TCGA-44-6778-11A	TCGA-49-4490-11A	TCGA-55-6982-11A	TCGA-50-5930-11A	TCGA-55-6978-11A	TCGA-49-6761-11A	TCGA-55-6979-11A	TCGA-44-6145-11A	TCGA-38-4625-11A	TCGA-50-5931-11A	TCGA-73-4676-11A	TCGA-50-5939-11A	TCGA-44-6777-11A	TCGA-44-3396-11A	TCGA-50-5935-11A	TCGA-49-6744-11A	TCGA-38-4626-11A	TCGA-49-6742-11A	TCGA-44-6144-11A	TCGA-55-6986-11A	TCGA-91-6836-11A	TCGA-44-6146-11A	TCGA-91-6829-11A	TCGA-55-6981-11A	TCGA-91-6835-11A	TCGA-50-6595-11A	TCGA-55-6968-11A	TCGA-44-6148-11A	TCGA-49-4512-11A	TCGA-44-2668-11A	TCGA-55-6984-11A	TCGA-49-6745-11A	TCGA-55-6969-11A	TCGA-38-4627-11A	TCGA-91-6831-11A	TCGA-44-2665-11A	TCGA-50-5933-11A	TCGA-91-6849-11A	TCGA-55-6972-11A	TCGA-44-2662-11A	TCGA-50-5936-11A	TCGA-50-5932-11A	TCGA-44-2661-11A	TCGA-44-2657-11A	TCGA-38-4632-11A	TCGA-44-6147-11A	TCGA-91-6828-11A	TCGA-49-6743-11A	TCGA-55-6975-11A	TCGA-44-6776-11A	TCGA-44-5645-11A	TCGA-55-6985-11A	TCGA-55-6980-11A	TCGA-44-2655-11A
KLHL40	0	0	0	0	0	0	0	0	0	0	0	0.0376	0	0.0409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1144	0	0	0	0	0	0	0.0355	0	0	0.0259	0	0	0	0	0	0.1952	0	0	0.0557	0	0	0	0	0.0201
C8A	0.3303	0.1481	0.6321	3.7894	0.6044	0.2216	0.1634	0.0867	0.8275	0.224	0.1142	0.0794	0.1139	0.7765	0.2998	0.474	0.1324	0.0401	0	0.0965	0.0752	0.8973	0.0383	0.2079	0.1415	0	0.0995	0.9135	0.0869	0.0982	0.1331	0.1462	1.3406	0.0967	0.1294	0.4959	0.2277	0.1215	0.1476	0.3391	1.0862	0.3119	0.5435	0.246	0.1796	0	0.1279	0.5901	0.0905	0.3092	0.7798	0.1289	0	0.0978	0.1651	0.4339	0.1213	0.0425
TIMP4	0.9821	1.8598	0.9398	1.1477	2.1566	5.3442	1.0797	3.8652	3.0757	1.11	0.3395	0.5509	11.3638	2.2235	3.8206	1.2813	1.9245	3.0232	3.1798	3.5408	9.8065	0.9578	6.1575	4.6093	0.8414	1.9121	1.9728	1.6816	2.756	1.6067	0.8798	4.3467	0.8121	2.2513	0.9835	2.5711	0.5416	3.6746	1.3171	1.1654	2.9699	2.4731	1.1852	1.6253	0.979	0.7948	1.521	1.8196	15.1532	0.8854	3.6931	3.2371	0.4665	2.4229	0.5236	1.177	0.7216	0.8845
SYN2	1.6829	1.2372	2.5412	0.2756	3.1193	1.7678	1.5888	1.1829	1.4506	6.2192	0.6833	1.3213	1.796	3.0977	4.7411	0.9669	1.1882	2.1613	1.6122	3.033	1.4843	0.4388	4.0586	4.0156	1.9929	0.5812	0.9057	0.9029	0.0975	2.9669	0.3984	2.0446	0.4457	0.741	0.6373	0.2996	3.542	3.0797	3.8099	2.4607	1.1066	2.5272	5.2038	2.1055	3.3076	2.2921	0.4782	0.7724	1.0318	1.6189	3.5971	2.6357	0.5281	3.1448	6.3593	1.4604	3.1991	1.4621
NRG1	1.4339	3.4191	2.2374	1.2517	1.0741	1.969	3.0304	2.9092	1.8135	1.2325	1.6989	3.6228	1.0414	4.7911	1.3218	3.2316	2.3283	2.4971	2.9498	1.4044	1.161	2.5425	1.8622	3.055	1.471	1.2388	1.0678	1.9199	2.2058	2.7168	0.4811	3.0593	0.828	1.4674	2.4384	2.325	1.0476	1.6605	4.4014	2.7386	3.5216	1.8285	2.0382	2.4548	2.4483	3.244	4.7386	1.2438	0.6304	7.7527	4.2126	2.5003	0.9307	2.6931	2.5931	1.5661	2.5098	2.3151
ODR4	24.5186	24.1321	29.2943	25.1417	32.1964	19.3579	28.2331	18.8092	23.5627	20.7922	16.8885	21.8472	15.1894	16.7218	15.2571	23.4134	18.6688	18.5996	20.7403	27.2402	18.309	19.5146	20.7695	23.0915	22.9651	26.594	16.4056	26.6955	26.4087	22.5514	18.4415	25.8587	13.591	17.3981	21.3093	22.966	18.8401	17.2705	34.8347	19.1705	24.8132	25.556	21.6683	16.8828	24.5505	25.2977	19.7858	17.755	19.0829	24.7973	28.7529	21.202	24.2421	32.1042	22.9293	22.8392	22.3875	22.1027
CPT2	4.6489	4.3093	4.2387	4.6675	3.0061	2.8245	4.0889	3.9644	4.2345	4.1379	3.697	3.7254	3.6605	3.9776	2.9139	4.0538	3.8719	4.091	4.3041	4.9039	4.2186	5.6192	5.1011	4.0446	4.536	3.8595	5.2922	4.5925	3.5878	4.4714	4.9043	3.9782	2.7609	4.5464	4.5088	4.2241	3.6747	2.6449	2.5979	3.9943	2.4604	4.2074	3.8765	3.0456	4.7081	4.2733	4.1101	4.7068	3.8307	2.2569	3.6897	4.0831	4.0721	4.4846	4.5858	4.211	3.6721	4.292
NECAP2	53.3617	49.1247	68.1083	65.6347	73.5971	95.1684	65.3706	52.8977	68.0707	65.9042	63.1557	58.8511	80.6019	55.7811	78.1552	62.7873	65.0572	76.6834	65.0933	67.3756	92.1121	62.5339	65.3156	59.1659	66.2422	54.6244	69.3279	74.8131	52.9278	65.4984	69.1702	56.1764	71.9732	72.3064	60.4778	92.3055	50.2493	94.5861	55.9394	73.5835	52.1619	53.1451	63.6488	64.7234	69.5826	62.7437	85.6944	84.6054	71.2881	46.5782	53.5449	70.3141	55.2002	56.2414	77.7261	58.1234	57.439	80.2405
LRP8	0.8198	0.41	3.2456	2.0839	0.6304	0.8666	1.7304	1.5226	0.8776	1.2331	0.6734	0.5542	0.8292	0.5659	0.268	0.4875	0.5204	0.6882	0.8506	2.0101	0.9824	1.0923	0.563	1.4378	0.6072	1.9991	1.1218	0.5732	1.7201	1.6286	1.2872	1.5727	0.363	1.0323	1.2927	0.7758	2.4056	0.6583	0.4176	1.0258	1.6272	0.6193	0.5756	1.0262	0.4214	1.7095	0.7041	1.6254	1.4044	0.9138	1.8405	1.1636	1.2604	0.7001	0.4212	1.3879	0.6352	1.2223
CDCP2	0.0303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0398	0	0	0	0	0	0	0	0	0	0	0	0	0.0167	0	0
PAXIP1	3.6127	2.7881	3.5924	3.9369	3.8511	1.3992	4.3136	2.7326	3.4007	2.71	3.0983	2.7559	1.9209	2.7734	1.5809	3.8025	2.5133	3.4875	3.6146	4.3779	1.7794	2.7671	3.4589	3.1745	3.3083	5.0037	2.5624	3.9716	3.5789	3.9144	2.7448	3.8377	1.4474	3.0773	2.8208	1.8929	2.9495	1.441	2.9233	2.885	3.2319	4.0153	3.3083	2.6856	4.5434	4.2004	3.6026	3.2213	2.0012	2.6454	3.5161	2.332	3.9695	4.2305	3.5109	3.1484	3.6185	3.4228
STEAP2	4.4151	3.0692	4.7469	3.9573	3.3905	4.3906	9.3287	4.775	5.1239	1.9606	4.0604	8.2111	4.0394	4.6723	2.3367	4.7838	4.5516	5.7191	6.0683	5.9883	3.4565	3.4661	2.0402	7.7122	2.5857	8.029	1.6838	3.5424	19.4697	5.2734	4.1081	8.5548	3.5178	3.1351	3.0387	3.6965	4.3258	6.5986	7.7747	4.5232	6.0085	6.293	3.5999	4.2433	1.4745	7.0897	7.6103	2.8029	2.8115	9.5588	4.363	6.5205	9.9018	2.3887	3.5401	6.9983	4.1828	3.9277
SSBP3	30.7332	49.8391	37.2813	23.309	37.9151	26.9407	53.1499	30.922	45.5736	43.8132	43.8749	32.8613	35.035	37.8398	25.9107	38.713	37.2471	39.936	46.6227	47.9611	27.3922	40.5863	30.4581	60.2036	32.6721	50.6663	31.9365	44.6175	58.4493	48.091	26.3886	65.2945	20.8436	24.5208	33.5512	28.2253	30.0417	25.6905	30.9549	32.528	43.5037	52.3739	37.1902	37.5976	37.7118	47.9845	47.1648	35.7902	22.0794	29.0151	42.9853	36.1168	29.2809	35.1335	51.1791	39.4819	45.3842	50.5239
HTR5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315	0.021	0	0	0	0	0	0	0.0184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN12	21.2822	18.869	17.4711	21.0414	12.1276	16.7446	19.372	14.4784	16.6428	15.1931	13.5181	11.9486	15.2507	12.878	12.2561	13.7297	12.0828	12.9149	17.0681	22.4846	14.0438	19.387	15.1277	18.3631	16.1904	20.0615	10.4646	14.8277	18.7023	16.5788	12.231	19.2807	18.4362	12.9682	17.9924	20.3381	13.9458	13.6924	18.2077	10.8741	16.3746	16.8012	13.943	9.3734	20.0552	20.11	11.9686	12.3884	13.8212	10.3771	22.3198	16.5279	18.9755	21.8393	13.8292	16.3253	16.0766	13.5629
MMP14	91.2046	93.6711	137.4296	133.687	103.9289	43.7643	162.5188	73.4093	120.7643	117.7549	165.2126	77.9028	75.6465	94.0941	76.4737	139.9478	104.2604	158.1074	142.2517	99.2174	69.1181	88.285	140.1811	114.1381	71.8589	151.6165	75.4371	151.4679	142.046	114.1687	94.5655	135.0937	41.7205	137.6077	115.2104	60.1325	85.8234	111.1629	84.7788	230.5506	84.6754	96.6803	105.4495	135.1516	126.5728	104.6469	238.0916	124.9869	93.1058	103.0272	102.3416	70.2967	119.0524	87.3199	110.6709	107.0134	117.1522	150.0779
FZD1	26.4484	24.6494	29.4601	13.6973	25.4407	37.3658	48.9747	27.7739	25.1962	30.1047	17.7012	14.7611	24.9015	22.1729	23.5568	40.4922	31.3616	33.9514	29.7387	51.4298	9.2865	17.5368	24.0675	40.0125	18.166	56.9785	11.6173	36.2259	35.4856	36.9431	15.4667	46.2839	26.4415	10.5194	28.334	18.0737	16.8056	36.3069	27.145	25.074	19.0319	33.1063	29.541	29.2758	38.5658	61.6324	48.3826	17.7943	12.7806	10.7695	14.3544	29.5967	28.3619	23.4657	48.1787	24.1017	46.2828	58.128
GATAD1	28.989	25.4143	27.0916	23.5511	26.1719	14.3593	31.9188	16.1514	24.1849	22.9632	22.328	17.2596	13.2934	17.2092	12.5417	21.0841	14.2901	18.3554	20.7821	28.5071	17.2477	16.2938	23.9055	27.2192	20.1327	23.918	20.903	28.9787	24.3247	25.6315	20.2743	29.1673	12.3241	17.1571	24.21	16.3568	20.0005	11.9743	26.6633	19.1368	18.0047	25.687	28.8893	15.0874	23.2919	26.0155	26.5565	17.3135	15.171	16.862	23.0763	20.9625	24.7893	27.9021	23.6169	24.0024	32.4947	21.214
SUSD3	8.6995	11.9846	18.533	9.1106	8.4151	12.2292	17.3186	9.3752	8.4657	13.6955	19.1217	8.4403	11.8214	4.302	14.1826	8.594	11.3747	14.8756	11.3175	10.3545	14.3684	10.0649	10.6063	8.1094	9.5826	12.7037	9.4248	9.2079	21.4166	12.893	14.2797	9.4614	9.0389	9.9111	6.2905	16.2206	10.966	12.807	5.1392	13.5282	6.4129	10.6606	11.4539	12.7011	8.1936	9.1605	18.6466	42.8054	11.9994	5.3653	4.9725	11.643	7.085	8.6466	11.058	8.9801	13.3553	10.2345
TMED6	4.0891	3.2886	5.937	1.8875	1.5826	0.8199	2.0463	3.5517	1.3248	2.8686	1.0725	1.9661	1.556	1.2524	2.4868	1.4718	1.4318	1.6792	1.284	1.8961	0.9958	5.2455	0.9823	2.0661	1.6107	1.4642	1.133	2.6744	3.3387	1.3841	1.8191	1.9472	3.1163	4.044	2.9837	3.9738	3.6547	0.8822	1.1346	1.699	1.4072	2.0417	1.9493	1.6335	1.5334	1.4673	1.8562	5.0385	1.5449	1.7015	1.6278	3.229	3.9187	1.2523	2.4246	1.8719	1.7613	1.4877
CLEC18A	0.0637	0.0761	0.1218	0.1217	0.0777	0.0142	0.147	0.0334	0	0	0.1981	0.0765	0.0366	0	0	0.0166	0.017	0	0	0.0186	0.0508	0	0.0296	0.2332	0.1636	0	0.0767	0.3522	0.0837	0.0663	0.0513	0.0676	0.0144	0.0186	0.1663	0	0.1053	0.0117	0.0569	0.0261	0.0722	0.0401	0.2095	0.0632	0.0692	0.0442	0.0986	0.0126	0	0.0265	0.0835	0	0.068	0	0.0764	0.0704	0.0935	0.041
DHRS4	11.1441	12.8955	11.907	9.7028	6.2343	11.7926	15.36	12.6948	9.5909	10.6909	14.0341	9.061	21.2248	12.2609	16.6841	11.7738	9.8298	10.6795	11.826	8.6346	12.962	14.6941	14.6017	12.5499	10.8152	10.9959	11.5031	11.3849	14.4451	10.3763	14.3186	10.3624	17	14.3977	12.6867	15.6134	9.7432	13.8715	9.3968	10.0484	9.4119	9.5259	11.0938	10.2565	9.4096	10.8737	10.7698	12.5903	9.5295	10.2168	11.8856	11.8832	9.9428	15.7186	14.384	11.5773	13.5143	10.912
C1orf158	0.0473	11.6505	0.6033	3.9787	1.1076	1.0152	7.2677	0.0248	13.4763	0.2886	0.7521	2.0462	2.8046	0.0988	0.6132	0.2715	2.0723	3.9877	5.7988	1.1888	4.8905	10.1592	0.022	23.0702	1.9445	0.1841	2.6787	3.7369	28.2397	2.4756	0.8896	15.655	2.6873	0.083	6.9547	11.36	0.5998	0.3132	0.0846	1.01	4.7619	11.8781	1.5253	0.0157	0.3857	1.2465	0.769	2.3843	0.6994	0.787	11.3888	0.1477	0	4.0598	3.4226	3.9104	5.3159	4.1982
CLEC18C	0.0198	0	0	0	0	0	0	0	0	0	0.0274	0	0.0182	0	0.0412	0	0	0	0	0	0	0	0	0.0272	0	0.0515	0.0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0.0749	0	0.0263	0	0	0.0307	0	0	0	0	0.0206	0	0.094	0	0	0.0583	0
ARMC12	0.3446	0.0824	0.8792	0.5271	0.269	0.3082	0.8182	0.2893	0.6043	0.1869	0.6671	0.2651	0.602	0.5761	0.4289	0.2158	0.3683	0.4689	0.3347	0.4029	0.7849	0.1152	0.3201	0.568	0.3149	0.1789	0.443	0.9803	0.6527	0.656	0.2963	0.1464	0.1865	0.4437	0.18	0.3184	0.152	0.4565	0.4929	0.4529	0.5002	1.3015	0.6351	0.7755	0.2248	0.4781	0.4803	0.6019	0.3775	0.6882	0.4339	0.1435	0.3928	0.5712	0.2756	0.4574	0.8101	0.3547
DDX19B	12.1074	13.5368	10.7186	13.1708	12.3309	10.7326	12.2695	13.1448	14.0959	14.0413	11.8305	12.3809	9.1369	12.9959	10.5583	11.3325	8.7216	11.7808	11.8246	11.9777	11.0428	13.2755	11.4706	12.2732	12.4272	12.0145	9.3413	13.0353	13.8033	14.6673	10.4934	11.277	9.8337	10.8096	11.8955	10.2146	12.5314	8.6536	11.335	12.181	12.875	14.2232	12.4176	10.3821	13.3098	14.6379	11.9916	9.9799	9.2039	12.3942	12.3381	13.9044	12.7854	14.5977	13.1568	10.3009	12.1196	12.418
ST3GAL2	10.7992	10.7578	12.6404	10.5593	15.1596	8.0997	14.9884	8.1561	12.1972	12.4846	10.2621	11.455	12.2637	11.1175	7.0218	18.0017	13.9014	17.0245	17.5563	11.139	14.6971	11.2997	10.9441	11.3501	11.202	15.0068	15.4944	22.5213	9.9508	15.1584	12.8606	12.6612	5.6895	17.4074	9.6818	7.7921	12.5083	16.2966	8.3735	19.287	8.979	11.7798	13.8751	16.8076	15.299	15.3175	21.1439	19.2926	6.8223	9.2293	9.976	11.8049	10.2179	10.2477	16.4644	9.8453	13.3798	20.1327
FCSK	12.2025	12.2675	11.7763	10.2335	10.037	6.1651	14.5122	9.0062	10.6482	11.3634	9.0642	9.655	11.1404	10.012	7.4022	11.157	8.6667	11.7246	10.6815	9.5443	8.435	8.1451	11.1214	12.5798	9.8329	9.0685	10.0226	14.097	10.2107	11.3679	11.143	12.0198	6.1073	10.9862	10.3648	5.0071	10.9697	8.5642	8.0225	13.4329	7.8219	9.3924	12.7211	11.2808	9.5668	9.8621	12.4738	13.0591	7.077	6.5452	9.6011	8.046	11.7674	11.106	12.8073	10.0839	13.0471	13.6809
IL34	23.3237	24.7563	16.9176	5.8021	11.0192	19.7683	21.4187	25.6277	15.7332	11.514	24.9342	10.9407	6.1568	13.7642	11.9851	23.0202	10.2437	28.8635	17.6932	26.9666	2.7115	8.67	6.3817	9.4778	29.1919	17.4378	6.9271	10.7899	10.9141	8.0185	17.7831	10.5365	13.3424	15.0603	4.2069	7.1973	10.763	10.4361	10.2507	16.2492	18.5801	12.6178	19.7616	23.3492	7.4713	11.4751	23.5513	14.1425	28.0951	12.1998	12.9047	22.3654	29.8111	9.1206	39.9333	14.8142	25.98	19.3019
DHRS1	19.6851	20.8288	20.4813	13.4419	19.8683	15.7901	21.7509	15.8114	22.3107	19.281	17.8859	20.1636	8.7242	16.4236	15.4856	14.797	18.8466	13.1864	22.7509	18.2857	15.527	20.9792	21.4399	20.5954	22.8245	16.6842	19.2292	25.1847	17.8902	19.8166	18.9981	17.2685	15.6915	14.8039	19.2189	14.577	19.2509	15.2018	15.5348	19.9297	13.8111	15.7868	18.5608	19.2797	17.1345	13.0946	24.9071	20.2095	13.4337	18.3212	18.9598	19.5249	16.6307	22.6571	23.3555	18.5235	24.4891	19.8672
CACNA1D	2.7454	2.3089	4.1399	1.8313	4.2704	0.9523	4.704	3.3359	2.8331	2.8117	1.9231	2.547	1.8221	1.3733	1.3528	4.4606	2.6406	3.788	2.0347	5.4558	1.2207	2.4953	2.678	4.2496	2.2866	7.0876	1.4939	6.6097	2.6748	3.3061	1.5388	5.4973	0.8592	3.6819	1.7432	1.3272	2.2191	1.8521	4.0076	3.024	5.1203	5.0731	3.8292	3.2236	5.7331	7.2014	2.8557	1.8201	1.105	5.5827	2.3627	2.5397	4.8057	2.1353	3.1368	3.3811	5.1723	3.6021
ARSL	8.8977	12.0254	9.3036	7.3714	6.1449	5.8044	6.484	5.7987	4.9093	10.0203	6.6638	15.4444	5.125	8.5932	3.799	9.6561	11.0903	3.435	17.239	11.7568	5.2541	17.1325	4.0878	3.8684	11.3013	9.3813	3.6136	11.119	7.6059	6.6313	6.8377	3.7762	8.0845	6.3924	11.4461	6.3221	4.9246	10.9235	3.2166	13.3353	3.2931	7.9679	6.2592	7.5066	4.4364	11.0528	20.87	17.1407	4.9623	4.7851	4.6184	19.0924	7.0044	6.9993	11.5352	4.3889	5.8062	10.796
KIT	48.5323	14.9583	46.0113	13.0556	59.5751	43.7447	33.0923	24.4824	29.4862	23.2994	23.564	26.5693	47.3674	12.8488	24.1088	50.0337	31.6179	48.6402	33.335	117.0151	9.3795	8.091	15.0271	21.2419	34.511	48.7917	14.9191	72.9343	16.5441	47.475	14.2763	47.0704	19.4737	26.3502	31.5982	17.9022	20.4197	30.5	51.3861	35.7389	24.0476	25.4568	17.576	47.5248	56.8282	53.7867	49.1177	28.398	17.7244	21.3861	11.4107	49.3672	46.6884	25.2942	37.3408	44.9383	31.0014	76.3118
HYDIN	0.0409	5.1714	0.3388	1.9618	0.7111	0.1492	4.487	0.0107	5.8259	0.1524	0.452	1.172	0.4821	0.0747	0.2225	0.1421	0.6368	2.191	2.7985	0.7046	1.0362	4.0614	0.0664	11.935	1.1356	0.1282	1.1079	1.8995	13.6181	1.3631	0.377	7.5512	0.5282	0.0399	3.2089	1.4879	0.3605	0.0576	0.0183	0.2871	2.6192	4.8826	0.6679	0.027	0.411	0.4251	0.3744	0.4974	0.1977	0.5185	6.6348	0.0638	0.034	1.7215	1.1273	1.6968	1.8811	1.5472
AASDH	9.1122	9.0404	9.8316	9.6899	10.6355	9.128	11.1354	6.1481	9.5215	7.3185	8.9726	6.4204	6.8541	6.9771	4.6178	9.4015	7.3387	8.4909	8.0813	10.0907	6.5911	7.0385	7.3331	10.3159	9.2576	11.0647	6.3943	11.1505	10.2302	9.1561	8.7129	11.5234	7.254	6.0216	8.5566	6.8096	8.7072	6.1818	10.0243	6.75	5.5622	9.3322	7.906	6.1853	11.8959	11.7689	8.601	9.0864	8.3043	4.211	9.4969	9.4196	10.4732	13.899	9.6892	10.0463	9.9661	10.0608
ZNF19	1.7795	2.5085	1.2434	1.3639	0.9821	0.7865	2.0543	1.3007	2.3885	1.3504	1.0987	0.8862	1.0471	0.4317	0.8022	0.9398	1.053	1.4416	1.5176	1.5359	0.9652	1.6382	1.653	3.7056	1.21	1.0449	1.1661	1.8584	2.9763	1.7015	1.1729	2.3329	1.204	0.5208	1.4002	1.6932	1.1683	0.7095	0.7198	1.0442	0.7976	1.6272	0.8089	0.4979	0.8524	0.97	1.3616	0.942	0.7892	0.5025	1.3895	0.6616	1.0718	1.3673	1.5419	2.0683	1.65	1.4338
CACNA2D3	1.6979	2.3528	2.1929	1.2672	1.5158	1.6671	2.1035	1.869	1.7121	2.0782	1.346	0.896	1.5995	0.9304	0.7304	2.5503	0.9517	0.7951	1.3074	2.4455	0.8302	1.5233	1.5387	1.8394	1.9869	2.9297	1.3145	2.5528	1.6343	1.4783	1.024	4.3406	1.1768	0.7393	1.4497	2.1238	1.0277	1.7375	2.5179	0.9073	2.9119	2.0858	2.5082	3.0021	1.9366	2.4995	1.828	1.8251	0.9755	1.1718	2.4556	1.0131	1.5641	2.3295	1.9211	1.2714	3.7124	2.1209
RNF111	16.5105	16.3423	18.3895	15.6828	17.4575	10.3094	22.7171	13.6113	18.8234	14.4299	16.2968	13.2831	11.1428	10.1499	10.4723	18.4135	14.8088	19.4673	20.0471	19.4181	14.1265	11.8666	16.3109	16.5677	15.6388	21.378	14.318	18.3666	14.379	18.4703	13.137	20.5873	8.3563	19.2239	15.3455	9.9819	13.1319	11.1202	18.3428	15.3172	12.8907	15.8664	16.985	11.5164	17.9995	17.9936	18.8092	15.0469	11.2387	16.5633	16.0978	13.4287	16.231	16.0516	17.3343	15.8397	14.5539	18.419
CCNB2	1.9522	1.4858	2.989	4.6609	1.9746	3.1116	3.4184	1.1548	2.1343	2.3107	3.0435	1.8772	1.1261	2.8189	5.0816	1.9635	3.7181	3.0537	2.6289	1.9507	3.4446	4.4509	3.297	3.088	1.5812	1.5204	5.3335	3.1978	3.6606	2.0905	2.7474	2.1366	2.4654	4.4666	1.1683	4.0012	4.7369	4.3108	2.031	2.4105	1.8677	1.9665	2.2898	1.2219	2.0844	1.9206	4.0954	14.0078	3.6166	4.4899	2.1977	2.0321	3.7434	1.5973	1.7317	5.0656	1.9821	2.448
FAM81A	0.5262	1.993	0.6714	1.297	0.5992	0.6276	1.2496	0.1841	3.1202	0.7137	0.6307	0.4385	0.7016	0.4949	0.4549	0.5126	0.5812	1.0401	1.363	0.5538	1.0709	1.9209	0.6191	3.7989	0.6211	0.4781	1.0289	0.9426	4.9469	0.7513	0.5091	3.006	0.981	0.3183	1.0906	1.4586	0.4256	0.9296	0.3136	0.7301	0.9866	2.7165	0.739	0.3251	0.4769	0.7301	0.652	1.6853	0.6149	0.5693	2.1353	0.6208	0.325	1.1217	1.0381	1.3777	0.6702	1.1014
MYO1E	11.6586	12.0645	17.4028	12.4481	12.7134	6.8565	18.9177	10.937	18.8803	15.5351	14.6798	14.6065	8.7164	14.8605	9.9955	20.9558	14.6022	25.2629	19.7372	22.9734	9.3485	18.9709	12.2695	22.0442	12.3707	11.6258	13.4167	16.5388	19.2025	16.5365	12.3372	19.8978	5.6518	20.7867	10.8217	8.9425	9.2969	10.5546	16.0737	25.0752	17.9806	14.07	9.2836	14.1748	12.7957	12.5464	24.6423	18.4044	11.995	30.308	23.4991	15.6544	12.228	16.1522	14.2923	15.6256	10.0457	16.8271
APPL1	27.6528	25.4862	32.4299	26.5199	26.2411	23.132	36.5686	23.4696	27.3293	26.6259	24.1297	21.6032	18.8178	24.9979	19.3009	31.971	23.9441	27.7229	32.3448	38.5082	16.2481	18.3462	23.3075	27.6524	25.6326	34.6283	21.5207	30.4949	26.4195	33.3289	21.2731	29.3244	20.7818	26.4127	24.6985	22.8368	20.2759	20.3067	35.3601	21.5535	30.5849	27.7146	27.2846	18.47	30.3268	33.948	25.8943	20.7195	19.258	27.7955	26.1556	25.3475	28.8682	30.1917	28.0435	24.7896	26.958	29.7703
PWWP3B	1.0575	2.2605	1.177	2.0079	1.0541	1.429	1.5732	0.921	1.2402	0.5188	0.4979	0.8222	1.1586	2.2101	0.5602	1.3621	1.0341	1.0936	1.885	2.2363	2.163	2.953	1.1286	2.5962	0.9509	0.9638	0.8678	1.5647	4.7355	1.8472	0.6047	1.5615	1.1772	1.2642	2.4687	1.6008	2.556	0.944	1.1265	1.5157	1.2044	2.9747	0.9776	0.9831	3.0095	1.3736	1.812	0.6074	0.2958	0.4868	2.3849	2.3889	3.3349	2.2381	1.2416	1.6553	0.6613	1.6791
AFAP1L1	15.6659	11.6908	30.5997	7.0748	39.3074	16.1167	24.8293	12.4292	23.2038	39.2868	12.7569	9.6282	10.4591	23.6777	23.1517	35.0327	19.1148	29.8586	47.1293	33.663	9.7	8.4947	37.9484	28.8165	20.5462	28.2136	8.4043	53.9907	14.952	32.9173	11.2121	18.8909	6.6298	14.2635	9.0325	12.7297	17.6726	16.0868	30.3279	29.7326	13.4572	33.8316	31.7516	27.7545	25.8379	30.5706	31.8437	13.9756	9.8126	28.0435	14.458	21.4177	14.3547	29.5635	37.7074	18.3357	20.617	49.3741
TSC22D3	265.8753	224.5249	395.9778	249.7291	274.8686	390.4513	160.1579	563.7178	399.9831	274.4033	315.8485	340.0721	301.2346	161.9505	784.3801	233.8592	109.9266	684.8175	245.6547	596.1754	288.5914	122.584	548.8078	234.2155	345.7477	449.2469	168.1758	306.3023	91.5047	275.2404	89.2477	447.1431	136.659	288.7624	109.1362	212.4067	286.4874	405.1713	350.9294	600.5563	173.7525	469.6648	295.4458	407.1176	194.3787	260.3701	144.686	119.2867	186.7795	314.9058	268.6791	207.6122	220.9642	558.0687	140.4466	225.6906	314.372	192.6243
VPS26C	22.1462	18.1447	23.9139	20.3722	25.1631	21.0234	25.5171	18.2046	21.6106	19.6351	19.7314	19.0736	21.1382	22.1216	17.7657	24.8703	19.5173	23.0919	23.803	27.0393	22.3442	18.8302	21.5376	18.853	22.4654	27.0962	20.1343	24.3768	17.3138	23.2886	19.3478	19.7459	16.6798	25.851	20.2165	20.1043	18.3545	19.41	21.1346	23.0731	20.8359	22.8058	23.2655	19.3209	25.4663	26.7624	25.5865	22.174	24.2179	19.7508	20.3311	23.8512	22.3248	24.8081	23.3505	18.7129	19.9471	21.8291
DYRK1A	10.0332	10.3322	10.4258	8.9186	11.7312	6.8719	12.8613	9.5303	11.5995	10.2258	8.9478	9.6832	6.4732	12.1214	7.1098	10.7431	7.22	10.8736	11.0342	13.0218	7.1348	9.5628	8.8891	11.7983	9.0587	13.066	6.965	10.5435	11.0352	12.7333	7.246	10.9787	6.6004	8.9606	8.7866	5.9815	8.352	6.5575	13.7563	9.1105	19.4477	11.3323	10.7871	7.8797	11.9275	13.5054	9.975	8.3295	6.1644	14.5576	11.4875	8.2662	9.4393	12.6989	10.276	9.1814	9.0516	10.3563
